instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weathershit,temp_bin
8257,2011-12-15,Fall,2011,Dec,16,0,4,yes,3,18.86,22.725,0.72,0.1642,7,124,131,3,Cold
8258,2011-12-15,Fall,2011,Dec,17,0,4,yes,2,21.32,25.0,0.59,0.2836,14,310,324,2,Moderate
8259,2011-12-15,Fall,2011,Dec,18,0,4,yes,2,21.32,25.0,0.59,0.2985,14,363,377,2,Moderate
8260,2011-12-15,Fall,2011,Dec,19,0,4,yes,2,21.32,25.0,0.59,0.2836,13,274,287,2,Moderate
8261,2011-12-15,Fall,2011,Dec,20,0,4,yes,1,21.32,25.0,0.59,0.3284,12,209,221,1,Moderate
8262,2011-12-15,Fall,2011,Dec,21,0,4,yes,1,20.5,24.240000000000002,0.63,0.2985,10,145,155,1,Moderate
8263,2011-12-15,Fall,2011,Dec,22,0,4,yes,1,21.32,25.0,0.63,0.3284,8,116,124,1,Moderate
8264,2011-12-15,Fall,2011,Dec,23,0,4,yes,1,21.32,25.0,0.63,0.3284,10,104,114,1,Moderate
8265,2011-12-16,Fall,2011,Dec,0,0,5,yes,1,20.5,24.240000000000002,0.72,0.3284,12,60,72,1,Moderate
8266,2011-12-16,Fall,2011,Dec,1,0,5,yes,1,20.5,24.240000000000002,0.72,0.2239,3,28,31,1,Moderate
8267,2011-12-16,Fall,2011,Dec,2,0,5,yes,1,19.68,23.485,0.77,0.1045,0,23,23,1,Cold
8268,2011-12-16,Fall,2011,Dec,3,0,5,yes,1,18.86,22.725,0.82,0.1343,2,3,5,1,Cold
8269,2011-12-16,Fall,2011,Dec,4,0,5,yes,2,20.5,24.240000000000002,0.59,0.194,1,4,5,2,Moderate
8270,2011-12-16,Fall,2011,Dec,5,0,5,yes,1,19.68,23.485,0.44,0.3881,0,26,26,1,Cold
8271,2011-12-16,Fall,2011,Dec,6,0,5,yes,2,18.04,21.97,0.33,0.2985,2,80,82,2,Cold
8272,2011-12-16,Fall,2011,Dec,7,0,5,yes,2,15.58,19.695,0.46,0.2985,5,226,231,2,Cold
8273,2011-12-16,Fall,2011,Dec,8,0,5,yes,1,14.76,16.665,0.46,0.4179,10,449,459,1,Cold
8274,2011-12-16,Fall,2011,Dec,9,0,5,yes,1,14.76,16.665,0.46,0.3881,8,235,243,1,Cold
8275,2011-12-16,Fall,2011,Dec,10,0,5,yes,1,13.940000000000001,15.15,0.46,0.2985,10,122,132,1,Cold
8276,2011-12-16,Fall,2011,Dec,11,0,5,yes,2,13.940000000000001,15.15,0.42,0.2985,9,135,144,2,Cold
8277,2011-12-16,Fall,2011,Dec,12,0,5,yes,2,13.940000000000001,15.15,0.42,0.3582,10,163,173,2,Cold
8278,2011-12-16,Fall,2011,Dec,13,0,5,yes,2,13.940000000000001,15.15,0.39,0.3582,12,125,137,2,Cold
8279,2011-12-16,Fall,2011,Dec,14,0,5,yes,2,13.940000000000001,15.909999999999998,0.42,0.2239,13,115,128,2,Cold
8280,2011-12-16,Fall,2011,Dec,15,0,5,yes,2,13.120000000000001,15.15,0.45,0.2985,12,141,153,2,Cold
8281,2011-12-16,Fall,2011,Dec,16,0,5,yes,2,13.120000000000001,15.15,0.45,0.2239,12,212,224,2,Cold
8282,2011-12-16,Fall,2011,Dec,17,0,5,yes,2,13.120000000000001,15.15,0.45,0.2836,13,352,365,2,Cold
8283,2011-12-16,Fall,2011,Dec,18,0,5,yes,2,13.120000000000001,15.15,0.45,0.2537,10,285,295,2,Cold
8284,2011-12-16,Fall,2011,Dec,19,0,5,yes,2,13.120000000000001,15.15,0.45,0.2239,11,203,214,2,Cold
8285,2011-12-16,Fall,2011,Dec,20,0,5,yes,2,13.120000000000001,15.909999999999998,0.45,0.194,6,146,152,2,Cold
8286,2011-12-16,Fall,2011,Dec,21,0,5,yes,2,13.120000000000001,15.909999999999998,0.45,0.1642,7,95,102,2,Cold
8287,2011-12-16,Fall,2011,Dec,22,0,5,yes,2,12.299999999999999,15.15,0.49,0.1642,6,100,106,2,Cold
8288,2011-12-16,Fall,2011,Dec,23,0,5,yes,2,12.299999999999999,15.15,0.49,0.1343,4,71,75,2,Cold
8289,2011-12-17,Fall,2011,Dec,0,0,6,no,1,12.299999999999999,14.395,0.49,0.2836,3,59,62,1,Cold
8290,2011-12-17,Fall,2011,Dec,1,0,6,no,2,12.299999999999999,14.395,0.52,0.2537,4,39,43,2,Cold
8291,2011-12-17,Fall,2011,Dec,2,0,6,no,2,11.48,13.635,0.56,0.2239,11,47,58,2,Cold
8292,2011-12-17,Fall,2011,Dec,3,0,6,no,1,10.66,12.879999999999999,0.6,0.194,4,22,26,1,Cold
8293,2011-12-17,Fall,2011,Dec,4,0,6,no,1,9.84,12.120000000000001,0.65,0.1642,0,9,9,1,Very Cold
8294,2011-12-17,Fall,2011,Dec,5,0,6,no,2,10.66,12.879999999999999,0.6,0.194,2,7,9,2,Cold
8295,2011-12-17,Fall,2011,Dec,6,0,6,no,2,10.66,12.120000000000001,0.56,0.2836,0,17,17,2,Cold
8296,2011-12-17,Fall,2011,Dec,7,0,6,no,2,10.66,12.879999999999999,0.56,0.2239,0,20,20,2,Cold
8297,2011-12-17,Fall,2011,Dec,8,0,6,no,2,10.66,12.879999999999999,0.56,0.2239,4,55,59,2,Cold
8298,2011-12-17,Fall,2011,Dec,9,0,6,no,2,10.66,12.120000000000001,0.56,0.2537,5,95,100,2,Cold
8299,2011-12-17,Fall,2011,Dec,10,0,6,no,2,10.66,12.120000000000001,0.52,0.2836,10,171,181,2,Cold
8300,2011-12-17,Fall,2011,Dec,11,0,6,no,2,11.48,12.879999999999999,0.45,0.3284,21,188,209,2,Cold
8301,2011-12-17,Fall,2011,Dec,12,0,6,no,2,11.48,12.879999999999999,0.45,0.2836,28,216,244,2,Cold
8302,2011-12-17,Fall,2011,Dec,13,0,6,no,2,11.48,13.635,0.48,0.2537,32,204,236,2,Cold
8303,2011-12-17,Fall,2011,Dec,14,0,6,no,1,11.48,12.879999999999999,0.45,0.3582,30,207,237,1,Cold
8304,2011-12-17,Fall,2011,Dec,15,0,6,no,1,11.48,12.879999999999999,0.45,0.2836,33,195,228,1,Cold
8305,2011-12-17,Fall,2011,Dec,16,0,6,no,1,11.48,13.635,0.45,0.2239,30,192,222,1,Cold
8306,2011-12-17,Fall,2011,Dec,17,0,6,no,1,10.66,12.879999999999999,0.48,0.2239,12,153,165,1,Cold
8307,2011-12-17,Fall,2011,Dec,18,0,6,no,1,10.66,11.365,0.48,0.3881,7,150,157,1,Cold
8308,2011-12-17,Fall,2011,Dec,19,0,6,no,3,9.84,10.605,0.65,0.3284,11,95,106,3,Very Cold
8309,2011-12-17,Fall,2011,Dec,20,0,6,no,1,9.02,10.605,0.69,0.2537,7,99,106,1,Very Cold
8310,2011-12-17,Fall,2011,Dec,21,0,6,no,1,8.200000000000001,10.605,0.75,0.1642,8,88,96,1,Very Cold
8311,2011-12-17,Fall,2011,Dec,22,0,6,no,1,8.200000000000001,10.605,0.75,0.1642,7,73,80,1,Very Cold
8312,2011-12-17,Fall,2011,Dec,23,0,6,no,1,8.200000000000001,11.365,0.75,0.0,6,63,69,1,Very Cold
8313,2011-12-18,Fall,2011,Dec,0,0,0,no,1,8.200000000000001,10.605,0.75,0.1343,7,64,71,1,Very Cold
8314,2011-12-18,Fall,2011,Dec,1,0,0,no,1,8.200000000000001,11.365,0.69,0.1045,3,43,46,1,Very Cold
8315,2011-12-18,Fall,2011,Dec,2,0,0,no,1,9.02,12.120000000000001,0.55,0.1045,2,39,41,1,Very Cold
8316,2011-12-18,Fall,2011,Dec,3,0,0,no,1,9.02,10.605,0.55,0.2239,2,16,18,1,Very Cold
8317,2011-12-18,Fall,2011,Dec,4,0,0,no,1,9.02,10.605,0.55,0.2239,0,1,1,1,Very Cold
8318,2011-12-18,Fall,2011,Dec,5,0,0,no,1,8.200000000000001,11.365,0.59,0.1045,1,4,5,1,Very Cold
8319,2011-12-18,Fall,2011,Dec,6,0,0,no,1,8.200000000000001,10.605,0.59,0.1343,0,3,3,1,Very Cold
8320,2011-12-18,Fall,2011,Dec,7,0,0,no,1,8.200000000000001,10.605,0.59,0.1642,1,11,12,1,Very Cold
8321,2011-12-18,Fall,2011,Dec,8,0,0,no,1,8.200000000000001,12.879999999999999,0.69,0.0,1,31,32,1,Very Cold
8322,2011-12-18,Fall,2011,Dec,9,0,0,no,1,9.02,11.365,0.64,0.1642,6,75,81,1,Very Cold
8323,2011-12-18,Fall,2011,Dec,10,0,0,no,1,9.84,11.365,0.6,0.2537,7,122,129,1,Very Cold
8324,2011-12-18,Fall,2011,Dec,11,0,0,no,2,9.84,11.365,0.6,0.2239,20,168,188,2,Very Cold
8325,2011-12-18,Fall,2011,Dec,12,0,0,no,1,10.66,12.879999999999999,0.6,0.2239,26,202,228,1,Cold
8326,2011-12-18,Fall,2011,Dec,13,0,0,no,1,12.299999999999999,13.635,0.49,0.2985,18,210,228,1,Cold
8327,2011-12-18,Fall,2011,Dec,14,0,0,no,1,12.299999999999999,14.395,0.49,0.2836,19,200,219,1,Cold
8328,2011-12-18,Fall,2011,Dec,15,0,0,no,1,13.120000000000001,15.15,0.45,0.2836,23,184,207,1,Cold
8329,2011-12-18,Fall,2011,Dec,16,0,0,no,1,11.48,13.635,0.48,0.2537,27,207,234,1,Cold
8330,2011-12-18,Fall,2011,Dec,17,0,0,no,1,11.48,13.635,0.46,0.1642,10,126,136,1,Cold
8331,2011-12-18,Fall,2011,Dec,18,0,0,no,1,11.48,13.635,0.45,0.194,15,123,138,1,Cold
8332,2011-12-18,Fall,2011,Dec,19,0,0,no,1,10.66,13.635,0.52,0.1343,5,130,135,1,Cold
8333,2011-12-18,Fall,2011,Dec,20,0,0,no,1,9.84,12.879999999999999,0.6,0.1045,10,94,104,1,Very Cold
8334,2011-12-18,Fall,2011,Dec,21,0,0,no,1,9.02,13.635,0.64,0.0,9,80,89,1,Very Cold
8335,2011-12-18,Fall,2011,Dec,22,0,0,no,1,9.02,11.365,0.75,0.194,2,47,49,1,Very Cold
8336,2011-12-18,Fall,2011,Dec,23,0,0,no,1,8.200000000000001,11.365,0.75,0.1045,6,31,37,1,Very Cold
8337,2011-12-19,Fall,2011,Dec,0,0,1,yes,1,8.200000000000001,11.365,0.75,0.0896,3,14,17,1,Very Cold
8338,2011-12-19,Fall,2011,Dec,1,0,1,yes,1,7.38,10.605,0.8,0.0896,3,8,11,1,Very Cold
8339,2011-12-19,Fall,2011,Dec,2,0,1,yes,1,7.38,10.605,0.8,0.0896,0,3,3,1,Very Cold
8340,2011-12-19,Fall,2011,Dec,3,0,1,yes,1,6.5600000000000005,9.85,0.86,0.0896,0,3,3,1,Very Cold
8341,2011-12-19,Fall,2011,Dec,4,0,1,yes,1,6.5600000000000005,9.09,0.86,0.1343,0,4,4,1,Very Cold
8342,2011-12-19,Fall,2011,Dec,5,0,1,yes,1,5.74,8.334999999999999,0.93,0.1045,0,21,21,1,Very Cold
8343,2011-12-19,Fall,2011,Dec,6,0,1,yes,1,6.5600000000000005,9.09,0.86,0.1045,0,68,68,1,Very Cold
8344,2011-12-19,Fall,2011,Dec,7,0,1,yes,1,7.38,10.605,0.74,0.1045,4,187,191,1,Very Cold
8345,2011-12-19,Fall,2011,Dec,8,0,1,yes,1,8.200000000000001,9.85,0.75,0.194,8,389,397,1,Very Cold
8346,2011-12-19,Fall,2011,Dec,9,0,1,yes,1,9.02,10.605,0.69,0.2239,17,166,183,1,Very Cold
8347,2011-12-19,Fall,2011,Dec,10,0,1,yes,1,9.84,11.365,0.67,0.194,12,96,108,1,Very Cold
8348,2011-12-19,Fall,2011,Dec,11,0,1,yes,1,10.66,12.120000000000001,0.65,0.2537,22,105,127,1,Cold
8349,2011-12-19,Fall,2011,Dec,12,0,1,yes,1,12.299999999999999,13.635,0.61,0.3284,13,128,141,1,Cold
8350,2011-12-19,Fall,2011,Dec,13,0,1,yes,1,13.940000000000001,15.15,0.49,0.3284,15,127,142,1,Cold
8351,2011-12-19,Fall,2011,Dec,14,0,1,yes,1,14.76,17.424999999999997,0.46,0.2239,30,107,137,1,Cold
8352,2011-12-19,Fall,2011,Dec,15,0,1,yes,1,15.58,19.695,0.46,0.1642,24,135,159,1,Cold
8353,2011-12-19,Fall,2011,Dec,16,0,1,yes,1,16.400000000000002,20.455000000000002,0.4,0.2537,19,189,208,1,Cold
8354,2011-12-19,Fall,2011,Dec,17,0,1,yes,1,15.58,19.695,0.46,0.194,16,362,378,1,Cold
8355,2011-12-19,Fall,2011,Dec,18,0,1,yes,1,14.76,17.424999999999997,0.5,0.194,11,343,354,1,Cold
8356,2011-12-19,Fall,2011,Dec,19,0,1,yes,2,14.76,17.424999999999997,0.53,0.1642,17,234,251,2,Cold
8357,2011-12-19,Fall,2011,Dec,20,0,1,yes,1,16.400000000000002,20.455000000000002,0.4,0.1642,9,197,206,1,Cold
8358,2011-12-19,Fall,2011,Dec,21,0,1,yes,2,14.76,17.424999999999997,0.53,0.1343,15,112,127,2,Cold
8359,2011-12-19,Fall,2011,Dec,22,0,1,yes,2,14.76,17.424999999999997,0.57,0.1642,12,95,107,2,Cold
8360,2011-12-19,Fall,2011,Dec,23,0,1,yes,1,14.76,17.424999999999997,0.53,0.1642,10,50,60,1,Cold
8361,2011-12-20,Fall,2011,Dec,0,0,2,yes,1,14.76,18.18,0.57,0.1045,0,21,21,1,Cold
8362,2011-12-20,Fall,2011,Dec,1,0,2,yes,1,14.76,18.94,0.53,0.0,0,6,6,1,Cold
8363,2011-12-20,Fall,2011,Dec,2,0,2,yes,2,13.940000000000001,18.18,0.61,0.0,1,10,11,2,Cold
8364,2011-12-20,Fall,2011,Dec,3,0,2,yes,2,13.940000000000001,18.18,0.61,0.0,1,1,2,2,Cold
8365,2011-12-20,Fall,2011,Dec,4,0,2,yes,2,14.76,18.18,0.53,0.1045,0,4,4,2,Cold
8366,2011-12-20,Fall,2011,Dec,5,0,2,yes,2,14.76,18.94,0.57,0.0,0,15,15,2,Cold
8367,2011-12-20,Fall,2011,Dec,6,0,2,yes,2,14.76,18.94,0.57,0.0,1,71,72,2,Cold
8368,2011-12-20,Fall,2011,Dec,7,0,2,yes,2,14.76,18.94,0.62,0.0,7,261,268,2,Cold
8369,2011-12-20,Fall,2011,Dec,8,0,2,yes,2,17.22,21.21,0.54,0.0896,10,422,432,2,Cold
8370,2011-12-20,Fall,2011,Dec,9,0,2,yes,2,14.76,18.94,0.66,0.0,14,245,259,2,Cold
8371,2011-12-20,Fall,2011,Dec,10,0,2,yes,2,17.22,21.21,0.58,0.194,20,109,129,2,Cold
8372,2011-12-20,Fall,2011,Dec,11,0,2,yes,2,16.400000000000002,20.455000000000002,0.62,0.1642,13,116,129,2,Cold
8373,2011-12-20,Fall,2011,Dec,12,0,2,yes,2,18.04,21.97,0.54,0.1343,16,159,175,2,Cold
8374,2011-12-20,Fall,2011,Dec,13,0,2,yes,2,18.04,21.97,0.54,0.1343,18,163,181,2,Cold
8375,2011-12-20,Fall,2011,Dec,14,0,2,yes,2,18.04,21.97,0.58,0.1045,11,127,138,2,Cold
8376,2011-12-20,Fall,2011,Dec,15,0,2,yes,2,18.04,21.97,0.54,0.0,15,139,154,2,Cold
8377,2011-12-20,Fall,2011,Dec,16,0,2,yes,1,18.04,21.97,0.54,0.0,20,218,238,1,Cold
8378,2011-12-20,Fall,2011,Dec,17,0,2,yes,1,16.400000000000002,20.455000000000002,0.62,0.1642,14,417,431,1,Cold
8379,2011-12-20,Fall,2011,Dec,18,0,2,yes,1,15.58,19.695,0.66,0.194,26,385,411,1,Cold
8380,2011-12-20,Fall,2011,Dec,19,0,2,yes,1,15.58,19.695,0.66,0.0,6,218,224,1,Cold
8381,2011-12-20,Fall,2011,Dec,20,0,2,yes,1,14.76,18.94,0.66,0.0,3,144,147,1,Cold
8382,2011-12-20,Fall,2011,Dec,21,0,2,yes,1,14.76,18.18,0.66,0.0896,4,139,143,1,Cold
8383,2011-12-20,Fall,2011,Dec,22,0,2,yes,2,14.76,18.94,0.66,0.0,3,104,107,2,Cold
8384,2011-12-20,Fall,2011,Dec,23,0,2,yes,2,15.58,19.695,0.62,0.0,13,40,53,2,Cold
8385,2011-12-21,winter,2011,Dec,0,0,3,yes,2,13.940000000000001,16.665,0.71,0.1343,7,18,25,2,Cold
8386,2011-12-21,winter,2011,Dec,1,0,3,yes,2,14.76,18.18,0.66,0.1045,1,10,11,2,Cold
8387,2011-12-21,winter,2011,Dec,2,0,3,yes,2,14.76,18.94,0.71,0.0,0,4,4,2,Cold
8388,2011-12-21,winter,2011,Dec,3,0,3,yes,2,14.76,18.94,0.71,0.0,0,2,2,2,Cold
8389,2011-12-21,winter,2011,Dec,4,0,3,yes,2,14.76,18.94,0.71,0.0,0,2,2,2,Cold
8390,2011-12-21,winter,2011,Dec,5,0,3,yes,2,15.58,19.695,0.82,0.1045,0,28,28,2,Cold
8391,2011-12-21,winter,2011,Dec,6,0,3,yes,2,14.76,18.94,0.87,0.0,1,75,76,2,Cold
8392,2011-12-21,winter,2011,Dec,7,0,3,yes,2,14.76,18.18,0.87,0.1045,5,224,229,2,Cold
8393,2011-12-21,winter,2011,Dec,8,0,3,yes,3,14.76,18.94,0.93,0.0,12,393,405,3,Cold
8394,2011-12-21,winter,2011,Dec,9,0,3,yes,2,16.400000000000002,20.455000000000002,0.87,0.2239,14,220,234,2,Cold
8395,2011-12-21,winter,2011,Dec,10,0,3,yes,2,19.68,23.485,0.82,0.4179,6,83,89,2,Cold
8396,2011-12-21,winter,2011,Dec,11,0,3,yes,2,19.68,23.485,0.82,0.4179,3,53,56,2,Cold
8397,2011-12-21,winter,2011,Dec,12,0,3,yes,3,18.86,22.725,0.88,0.3881,3,58,61,3,Cold
8398,2011-12-21,winter,2011,Dec,13,0,3,yes,3,18.04,21.97,0.94,0.2985,3,55,58,3,Cold
8399,2011-12-21,winter,2011,Dec,14,0,3,yes,2,19.68,23.485,0.88,0.3582,11,40,51,2,Cold
8400,2011-12-21,winter,2011,Dec,15,0,3,yes,2,19.68,23.485,0.88,0.3881,4,57,61,2,Cold
8401,2011-12-21,winter,2011,Dec,16,0,3,yes,3,18.04,21.97,1.0,0.3284,6,95,101,3,Cold
8402,2011-12-21,winter,2011,Dec,17,0,3,yes,3,18.04,21.97,1.0,0.3284,3,226,229,3,Cold
8403,2011-12-21,winter,2011,Dec,18,0,3,yes,2,18.04,21.97,1.0,0.2985,2,278,280,2,Cold
8404,2011-12-21,winter,2011,Dec,19,0,3,yes,2,20.5,24.240000000000002,0.94,0.3284,9,200,209,2,Moderate
8405,2011-12-21,winter,2011,Dec,20,0,3,yes,2,20.5,24.240000000000002,0.94,0.3582,5,162,167,2,Moderate
8406,2011-12-21,winter,2011,Dec,21,0,3,yes,1,20.5,24.240000000000002,0.88,0.2836,9,114,123,1,Moderate
8407,2011-12-21,winter,2011,Dec,22,0,3,yes,1,20.5,24.240000000000002,0.88,0.2537,3,102,105,1,Moderate
8408,2011-12-21,winter,2011,Dec,23,0,3,yes,1,20.5,24.240000000000002,0.88,0.194,0,54,54,1,Moderate
8409,2011-12-22,winter,2011,Dec,0,0,4,yes,2,20.5,24.240000000000002,0.82,0.1045,3,24,27,2,Moderate
8410,2011-12-22,winter,2011,Dec,1,0,4,yes,1,18.04,21.97,0.94,0.0896,0,15,15,1,Cold
8411,2011-12-22,winter,2011,Dec,2,0,4,yes,1,19.68,23.485,0.82,0.1045,1,10,11,1,Cold
8412,2011-12-22,winter,2011,Dec,3,0,4,yes,1,18.04,21.97,0.67,0.1642,0,6,6,1,Cold
8413,2011-12-22,winter,2011,Dec,4,0,4,yes,1,15.58,19.695,0.82,0.1343,0,3,3,1,Cold
8414,2011-12-22,winter,2011,Dec,5,0,4,yes,1,15.58,19.695,0.82,0.0,1,15,16,1,Cold
8415,2011-12-22,winter,2011,Dec,6,0,4,yes,1,14.76,18.94,0.87,0.0,1,63,64,1,Cold
8416,2011-12-22,winter,2011,Dec,7,0,4,yes,1,13.940000000000001,18.18,0.93,0.0,4,182,186,1,Cold
8417,2011-12-22,winter,2011,Dec,8,0,4,yes,2,14.76,18.94,0.87,0.0,10,333,343,2,Cold
8418,2011-12-22,winter,2011,Dec,9,0,4,yes,2,15.58,19.695,0.87,0.0896,10,218,228,2,Cold
8419,2011-12-22,winter,2011,Dec,10,0,4,yes,2,16.400000000000002,20.455000000000002,0.82,0.0896,13,128,141,2,Cold
8420,2011-12-22,winter,2011,Dec,11,0,4,yes,2,18.04,21.97,0.77,0.0,10,135,145,2,Cold
8421,2011-12-22,winter,2011,Dec,12,0,4,yes,2,19.68,23.485,0.55,0.0,22,180,202,2,Cold
8422,2011-12-22,winter,2011,Dec,13,0,4,yes,2,18.86,22.725,0.63,0.0,21,167,188,2,Cold
8423,2011-12-22,winter,2011,Dec,14,0,4,yes,2,18.86,22.725,0.63,0.0,23,136,159,2,Cold
8424,2011-12-22,winter,2011,Dec,15,0,4,yes,2,19.68,23.485,0.59,0.0,28,186,214,2,Cold
8425,2011-12-22,winter,2011,Dec,16,0,4,yes,2,18.86,22.725,0.63,0.0,30,226,256,2,Cold
8426,2011-12-22,winter,2011,Dec,17,0,4,yes,2,18.04,21.97,0.67,0.1642,24,332,356,2,Cold
8427,2011-12-22,winter,2011,Dec,18,0,4,yes,2,18.04,21.97,0.62,0.0896,11,277,288,2,Cold
8428,2011-12-22,winter,2011,Dec,19,0,4,yes,2,18.04,21.97,0.62,0.0,12,130,142,2,Cold
8429,2011-12-22,winter,2011,Dec,20,0,4,yes,3,17.22,21.21,0.71,0.0,0,33,33,3,Cold
8430,2011-12-22,winter,2011,Dec,21,0,4,yes,3,17.22,21.21,0.71,0.0,2,15,17,3,Cold
8431,2011-12-22,winter,2011,Dec,22,0,4,yes,3,14.76,18.18,0.93,0.1045,0,17,17,3,Cold
8432,2011-12-22,winter,2011,Dec,23,0,4,yes,3,16.400000000000002,20.455000000000002,0.87,0.0,1,10,11,3,Cold
8433,2011-12-23,winter,2011,Dec,0,0,5,yes,3,16.400000000000002,20.455000000000002,0.87,0.194,2,7,9,3,Cold
8434,2011-12-23,winter,2011,Dec,1,0,5,yes,3,16.400000000000002,20.455000000000002,0.87,0.194,1,11,12,3,Cold
8435,2011-12-23,winter,2011,Dec,2,0,5,yes,3,15.58,19.695,0.94,0.1343,1,12,13,3,Cold
8436,2011-12-23,winter,2011,Dec,3,0,5,yes,3,15.58,19.695,0.94,0.1343,0,4,4,3,Cold
8437,2011-12-23,winter,2011,Dec,4,0,5,yes,3,15.58,19.695,0.94,0.2836,0,2,2,3,Cold
8438,2011-12-23,winter,2011,Dec,5,0,5,yes,1,14.76,17.424999999999997,0.93,0.194,0,8,8,1,Cold
8439,2011-12-23,winter,2011,Dec,6,0,5,yes,1,15.58,19.695,0.82,0.2537,0,40,40,1,Cold
8440,2011-12-23,winter,2011,Dec,7,0,5,yes,1,15.58,19.695,0.82,0.2239,4,88,92,1,Cold
8441,2011-12-23,winter,2011,Dec,8,0,5,yes,1,16.400000000000002,20.455000000000002,0.76,0.2537,9,173,182,1,Cold
8442,2011-12-23,winter,2011,Dec,9,0,5,yes,1,16.400000000000002,20.455000000000002,0.66,0.2985,4,152,156,1,Cold
8443,2011-12-23,winter,2011,Dec,10,0,5,yes,1,16.400000000000002,20.455000000000002,0.62,0.3582,8,96,104,1,Cold
8444,2011-12-23,winter,2011,Dec,11,0,5,yes,1,16.400000000000002,20.455000000000002,0.58,0.4478,26,148,174,1,Cold
8445,2011-12-23,winter,2011,Dec,12,0,5,yes,1,16.400000000000002,20.455000000000002,0.54,0.5224,14,156,170,1,Cold
8446,2011-12-23,winter,2011,Dec,13,0,5,yes,1,16.400000000000002,20.455000000000002,0.5,0.4627,17,177,194,1,Cold
8447,2011-12-23,winter,2011,Dec,14,0,5,yes,1,16.400000000000002,20.455000000000002,0.54,0.4179,23,177,200,1,Cold
8448,2011-12-23,winter,2011,Dec,15,0,5,yes,1,15.58,19.695,0.54,0.3582,12,191,203,1,Cold
8449,2011-12-23,winter,2011,Dec,16,0,5,yes,1,15.58,19.695,0.5,0.2985,15,166,181,1,Cold
8450,2011-12-23,winter,2011,Dec,17,0,5,yes,1,14.76,17.424999999999997,0.53,0.2239,11,129,140,1,Cold
8451,2011-12-23,winter,2011,Dec,18,0,5,yes,1,14.76,16.665,0.5,0.2537,4,91,95,1,Cold
8452,2011-12-23,winter,2011,Dec,19,0,5,yes,1,13.940000000000001,16.665,0.53,0.194,1,75,76,1,Cold
8453,2011-12-23,winter,2011,Dec,20,0,5,yes,1,13.120000000000001,15.15,0.61,0.3284,3,47,50,1,Cold
8454,2011-12-23,winter,2011,Dec,21,0,5,yes,1,13.120000000000001,15.15,0.61,0.2239,0,32,32,1,Cold
8455,2011-12-23,winter,2011,Dec,22,0,5,yes,1,13.120000000000001,15.909999999999998,0.66,0.194,4,43,47,1,Cold
8456,2011-12-23,winter,2011,Dec,23,0,5,yes,1,13.120000000000001,16.665,0.66,0.1343,4,21,25,1,Cold
8457,2011-12-24,winter,2011,Dec,0,0,6,no,2,13.120000000000001,15.909999999999998,0.7,0.1642,3,20,23,2,Cold
8458,2011-12-24,winter,2011,Dec,1,0,6,no,2,13.120000000000001,17.424999999999997,0.66,0.0,1,15,16,2,Cold
8459,2011-12-24,winter,2011,Dec,2,0,6,no,2,13.120000000000001,16.665,0.66,0.0896,4,22,26,2,Cold
8460,2011-12-24,winter,2011,Dec,3,0,6,no,2,13.120000000000001,16.665,0.7,0.0896,0,5,5,2,Cold
8461,2011-12-24,winter,2011,Dec,4,0,6,no,2,13.120000000000001,15.909999999999998,0.66,0.1642,0,3,3,2,Cold
8462,2011-12-24,winter,2011,Dec,5,0,6,no,2,13.120000000000001,15.909999999999998,0.66,0.1642,1,3,4,2,Cold
8463,2011-12-24,winter,2011,Dec,6,0,6,no,2,12.299999999999999,15.15,0.75,0.1642,0,10,10,2,Cold
8464,2011-12-24,winter,2011,Dec,7,0,6,no,1,12.299999999999999,13.635,0.7,0.3582,0,10,10,1,Cold
8465,2011-12-24,winter,2011,Dec,8,0,6,no,1,11.48,13.635,0.7,0.194,0,27,27,1,Cold
8466,2011-12-24,winter,2011,Dec,9,0,6,no,1,12.299999999999999,13.635,0.45,0.4179,3,53,56,1,Cold
8467,2011-12-24,winter,2011,Dec,10,0,6,no,1,12.299999999999999,12.879999999999999,0.42,0.4925,4,52,56,1,Cold
8468,2011-12-24,winter,2011,Dec,11,0,6,no,1,13.120000000000001,14.395,0.39,0.3582,9,62,71,1,Cold
8469,2011-12-24,winter,2011,Dec,12,0,6,no,1,13.940000000000001,15.909999999999998,0.39,0.2836,15,79,94,1,Cold
8470,2011-12-24,winter,2011,Dec,13,0,6,no,1,13.940000000000001,15.15,0.39,0.2985,24,97,121,1,Cold
8471,2011-12-24,winter,2011,Dec,14,0,6,no,1,13.940000000000001,15.15,0.39,0.2985,15,70,85,1,Cold
8472,2011-12-24,winter,2011,Dec,15,0,6,no,1,13.120000000000001,15.15,0.39,0.2239,15,82,97,1,Cold
8473,2011-12-24,winter,2011,Dec,16,0,6,no,1,13.120000000000001,15.909999999999998,0.42,0.194,25,74,99,1,Cold
8474,2011-12-24,winter,2011,Dec,17,0,6,no,1,11.48,14.395,0.45,0.1343,15,53,68,1,Cold
8475,2011-12-24,winter,2011,Dec,18,0,6,no,1,12.299999999999999,15.909999999999998,0.42,0.0896,2,33,35,1,Cold
8476,2011-12-24,winter,2011,Dec,19,0,6,no,1,12.299999999999999,15.909999999999998,0.52,0.0896,1,24,25,1,Cold
8477,2011-12-24,winter,2011,Dec,20,0,6,no,1,10.66,13.635,0.56,0.1343,5,19,24,1,Cold
